CustomerID,predicted_churn_probability,cluster_id,top_shap_features
8058-DMYRU,0.4421,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
4735-ASGMA,0.6449,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8714-EUHJO,0.5978,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9710-ZUSHQ,0.414,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2800-QQUSO,0.4981,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
0256-LTHVJ,0.5378,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2279-AXJJK,0.3486,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8818-DOPVL,0.5344,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
4724-WXVWF,0.3127,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9369-XFEHK,0.4398,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
3982-XWFZQ,0.3065,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
7460-ITWWP,0.4639,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6377-WHAOX,0.5465,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6646-QVXLR,0.3581,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6022-UGGSO,0.3577,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2386-OWURY,0.3482,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8709-KRDVL,0.5843,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8988-ECPJR,0.4426,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8397-MVTAZ,0.6764,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8840-DQLGN,0.3482,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
7067-KSAZT,0.3512,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8938-UMKPI,0.5237,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
1751-NCDLI,0.6308,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9812-GHVRI,0.3406,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5575-TPIZQ,0.3153,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9819-FBNSV,0.357,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
4817-VYYWS,0.598,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8033-VCZGH,0.346,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6128-AQBMT,0.4658,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5213-TWWJU,0.3176,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
3312-ZWLGF,0.5033,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9286-DOJGF,0.4432,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
3923-CSIHK,0.3817,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
7398-LXGYX,0.313,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
0422-UXFAP,0.4161,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
4760-THGOT,0.4428,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6481-ESCNL,0.4602,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
0963-ZBDRN,0.4537,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
7529-ZDFXI,0.4887,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2924-KHUVI,0.3204,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5281-BUZGT,0.4555,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9944-AEXBM,0.4648,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6845-RGTYS,0.4211,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
3312-UUMZW,0.5673,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
1035-IPQPU,0.5371,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2439-LYPMQ,0.6394,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6543-XRMYR,0.6089,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6284-KMNUF,0.3097,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6815-ABQFQ,0.3124,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9450-TRJUU,0.4409,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
0576-WNXXC,0.6224,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
7056-IMHCC,0.5972,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9576-SYUHJ,0.4417,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9822-WMWVG,0.3185,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6899-PPEEA,0.6083,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
9278-VZKCD,0.5017,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2293-IJWPS,0.3189,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
3325-FUYCG,0.3187,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5461-QKNTN,0.4681,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
3672-YITQD,0.6068,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
1587-FKLZB,0.4743,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
1833-TCXKK,0.5224,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6173-GOLSU,0.4545,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6661-HBGWL,0.4662,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
0058-EVZWM,0.3544,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
1550-LOAHA,0.3156,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8696-JKZNU,0.4649,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8621-MNIHH,0.5846,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8785-CJSHH,0.5411,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5650-YLIBA,0.4615,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5144-TVGLP,0.5161,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
7279-BUYWN,0.478,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
3756-VNWDH,0.3025,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
1989-PRJHP,0.5823,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
4840-ORQXB,0.4131,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
4829-AUOAX,0.3807,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5301-GAUUY,0.3705,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
0823-HSCDJ,0.3576,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
4983-CLMLV,0.4013,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
3207-OYBWH,0.4136,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8914-RBTSB,0.5076,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6651-AZVTJ,0.6216,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
0310-MVLET,0.5341,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
6711-VTNRE,0.3464,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5889-JTMUL,0.5318,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
0471-ARVMX,0.3027,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2190-BCXEC,0.3378,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
5331-RGMTT,0.5192,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
1357-BIJKI,0.3957,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2101-RANCD,0.3761,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
2754-SDJRD,0.7021,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0365-GXEZS,0.3764,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4686-UXDML,0.5649,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2227-JRSJX,0.3967,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4690-LLKUA,0.3069,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4706-AXVKM,0.6593,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1894-IGFSG,0.493,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0871-URUWO,0.7204,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4208-UFFGW,0.3758,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9851-KIELU,0.5385,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3199-XGZCY,0.695,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4226-KKDON,0.3833,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6825-UYPFK,0.369,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2754-XBHTB,0.5833,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7534-BFESC,0.5448,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9283-LZQOH,0.5795,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8873-GLDMH,0.6517,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9907-SWKKF,0.5103,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4658-HCOHW,0.5475,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2860-RANUS,0.5486,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6234-PFPXL,0.3539,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3858-VOBET,0.5405,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1768-ZAIFU,0.6686,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9221-OTIVJ,0.7122,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2482-CZGBB,0.5909,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4695-VADHF,0.3252,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9638-JIQYA,0.5306,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1024-GUALD,0.7149,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7587-RZNME,0.4807,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1346-UFHAX,0.4254,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5419-KLXBN,0.4427,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6712-OAWRH,0.5662,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9381-NDKME,0.436,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2178-PMGCJ,0.3792,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5606-AMZBO,0.5695,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6175-IRFIT,0.5745,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6317-YPKDH,0.476,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0599-XNYDO,0.4546,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2604-IJPDU,0.4061,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2501-XWWTZ,0.488,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4526-ZJJTM,0.3615,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0330-IVZHA,0.6335,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4229-CZMLL,0.7267,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0742-MOABM,0.3034,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6304-IJFSQ,0.3884,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4283-FUTGF,0.574,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4619-EVPHY,0.4115,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4223-WOZCM,0.3891,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1261-FWTTE,0.3861,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1100-DDVRV,0.531,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3338-CVVEH,0.712,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6892-XPFPU,0.7101,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4115-NZRKS,0.7523,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6319-IEJWJ,0.6652,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8443-ZRDBZ,0.7655,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3677-IYRBF,0.645,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8393-DLHGA,0.5355,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0952-KMEEH,0.4943,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4919-IKATY,0.7341,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1169-WCVAK,0.3495,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6402-EJMWF,0.4736,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9572-WUKSB,0.597,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8805-JNRAZ,0.3436,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3069-SSVSN,0.3194,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8132-YPVBX,0.6118,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1302-UHBDD,0.5178,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1335-NTIUC,0.5281,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2694-CIUMO,0.4973,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2027-FECZV,0.7586,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1658-TJVOA,0.5621,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6328-ZPBGN,0.7285,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6770-XUAGN,0.4243,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2919-HBCJO,0.5829,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9054-FOWNV,0.3171,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1092-GANHU,0.4829,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7029-RPUAV,0.6963,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7209-JCUDS,0.726,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2485-ITVKB,0.7542,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7928-VJYAB,0.3383,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1522-VVDMG,0.6598,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7277-OZCGZ,0.3489,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9741-YLNTD,0.6501,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1205-WNWPJ,0.346,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6000-APYLU,0.6657,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5129-JLPIS,0.4,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2971-SGAFL,0.4537,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1112-CUNAO,0.5557,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7470-MCQTK,0.5729,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4581-LNWUM,0.4986,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8160-HOWOX,0.5681,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6969-MVBAI,0.7576,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4905-JEFDW,0.4046,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2782-LFZVW,0.4669,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0015-UOCOJ,0.3413,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4547-LYTDD,0.489,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2041-JIJCI,0.598,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3292-PBZEJ,0.7156,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5016-IBERQ,0.4884,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1016-DJTSV,0.6261,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6227-HWPWX,0.3248,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7579-OOPEC,0.4102,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4750-ZRXIU,0.8218,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4570-QHXHL,0.3926,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1902-XBTFB,0.4904,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1465-LNTLJ,0.4013,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8650-RHRKE,0.5841,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0988-JRWWP,0.5642,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0876-WDUUZ,0.5702,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7881-EVUAD,0.5994,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9167-APMXZ,0.5302,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0616-ATFGB,0.6519,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7273-TEFQD,0.697,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8245-UMPYT,0.7256,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3908-BLSYF,0.6183,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
